When did it happen,Year,City or County,State,State Abbrv,Address,Total Fatalities,Total Injured,Comment,Venue,Related to School?
4-Jun-16,2016,Eufaula,Alabama,AL,"Eufaula, Alabama",1,3,The shooter was Demarco Rhymes,N/A,N/A
5-Jun-16,2016,Brooklyn,New York,NY,Mermaid Ave and 16th St.,0,4,N/A,N/A,N/A
5-Jun-16,2016,Cape Coral,Florida,FL,"Cape Coral, Florida",3,3,The shooter was Michael Moran,N/A,N/A
5-Jun-16,2016,Minneapolis,Minnesota,MN,8th and Humboldt Avenue N.,0,4,N/A,N/A,N/A
5-Jun-16,2016,New York (Brooklyn),New York,NY,"New York (Brooklyn), New York",0,4,The shooter was not identified,N/A,N/A
5-Jun-16,2016,Phoenix,Arizona,AZ,"Phoenix, Arizona",3,3,The shooter was Daterryn McBride,N/A,N/A
6-Jun-16,2016,Minneapolis,Minnesota,MN,"Minneapolis, Minnesota",0,4,The shooter was not identified,N/A,N/A
6-Jun-16,2016,Visalia,California,CA,"Visalia, California",0,4,The shooter was Samuel Bermudez,N/A,N/A
8-Jun-16,2016,Boston,Massachusetts,MA,"Boston, Massachusetts",1,3,"The shooter was Jonathan Aguasvivas, Benzy Bain",N/A,N/A
8-Jun-16,2016,Washington,District of Columbia,DC,North Capitol Street and New York Avenue NW,0,4,N/A,N/A,N/A
8-Jun-16,2016,Washington ,District of Columbia,DC,"Washington , District of Columbia",0,4,The shooter was Kevin Cole,N/A,N/A
9-Jun-16,2016,Fort Walton Beach,Florida,FL,"Fort Walton Beach, Florida",0,4,The shooter was Mikeal Lamar Johnson-Carter,N/A,N/A
11-Jun-16,2016,Charlotte,North Carolina,NC,"Charlotte, North Carolina",1,3,The shooter was not identified,N/A,N/A
11-Jun-16,2016,Los Angeles (Panorama City),California,CA,"Los Angeles (Panorama City), California",3,2,The shooter was not identified,N/A,N/A
11-Jun-16,2016,Panorama City,California,CA,8500 block of Cedros Avenue,3,2,N/A,N/A,N/A
11-Jun-16,2016,Roswell,New Mexico,NM,"Roswell, New Mexico",5,0,The shooter was Juan Villegas,N/A,N/A
11-Jun-16,2016,Stockton,California,CA,"Stockton, California",1,3,The shooter was not identified,N/A,N/A
11-Jun-16,2016,Webster,Minnesota,MN,"Webster, Minnesota",0,4,The shooter was not identified,N/A,N/A
12-Jun-16,2016,Orlando,Florida,FL,"Orlando, Florida",49,53,"Mass shooting in Orlando (FL), 2016. Omar Mateen, 29, attacked the Pulse nighclub in Orlando in the early morning hours of June 12. He was killed by law enforcement who raided the club after a prolonged standoff. 49 people died.",N/A,No
13-Jun-16,2016,Brooklyn,New York,NY,Avenue D and E. 57th,0,5,N/A,N/A,N/A
13-Jun-16,2016,Chicago,Illinois,IL,3200 block of West Congress,0,5,N/A,N/A,N/A
13-Jun-16,2016,Chicago (East Garfield Park),Illinois,IL,"Chicago (East Garfield Park), Illinois",0,5,The shooter was not identified,N/A,N/A
13-Jun-16,2016,College Park,Georgia,GA,"College Park, Georgia",3,1,The shooter was not identified,N/A,N/A
13-Jun-16,2016,Fresno,California,CA,"Fresno, California",0,4,The shooter was not identified,N/A,N/A
13-Jun-16,2016,New York (Brooklyn),New York,NY,"New York (Brooklyn), New York",0,5,The shooter was Bernard Bellony,N/A,N/A
14-Jun-16,2016,Oakland,California,CA,"Oakland, California",1,3,The shooter was not identified,N/A,N/A
14-Jun-16,2016,Wilmington,Delaware,DE,"Wilmington, Delaware",0,5,The shooter was not identified,N/A,N/A
17-Jun-16,2016,Berwick,Louisiana,LA,"Berwick, Louisiana",0,4,The shooter was not identified,N/A,N/A
18-Jun-16,2016,Chicago,Illinois,IL,East 79th Street and South Escanaba Avenue,0,4,N/A,N/A,N/A
18-Jun-16,2016,Chicago (South Shore),Illinois,IL,"Chicago (South Shore), Illinois",0,4,The shooter was not identified,N/A,N/A
18-Jun-16,2016,Exmore,Virginia,VA,Fredrick Douglas Road,1,3,N/A,N/A,N/A
18-Jun-16,2016,Warren,Ohio,OH,"Warren, Ohio",2,4,The shooter was not identified,N/A,N/A
18-Jun-16,2016,Waycross,Georgia,GA,"Waycross, Georgia",2,2,The shooter was not identified,N/A,N/A
19-Jun-16,2016,Exmore,Virginia,VA,"Exmore, Virginia",1,3,The shooter was Alexander Picott-Cleveland,N/A,N/A
19-Jun-16,2016,Roanoke,Virginia,VA,"Roanoke, Virginia",0,4,The shooter was not identified,N/A,N/A
19-Jun-16,2016,Syracuse,New York,NY,"Syracuse, New York",1,3,The shooter was not identified,N/A,N/A
20-Jun-16,2016,Baltimore,Maryland,MD,"Baltimore, Maryland",0,4,The shooter was not identified,N/A,N/A
21-Jun-16,2016,Louisville,Kentucky,KY,"Louisville, Kentucky",2,2,The shooter was Eric Lee Anthony,N/A,N/A
21-Jun-16,2016,Willingboro,New Jersey,NJ,"Willingboro, New Jersey",0,4,The shooter was not identified,N/A,N/A
22-Jun-16,2016,Chicago,Illinois,IL,3100 block of West Warren,0,4,N/A,N/A,N/A
22-Jun-16,2016,Chicago (East Garfield Park),Illinois,IL,"Chicago (East Garfield Park), Illinois",0,4,The shooter was not identified,N/A,N/A
22-Jun-16,2016,Dekalb (county),Georgia,GA,Lancashire Drive and Central Drive,1,4,N/A,N/A,N/A
22-Jun-16,2016,DeKalb Co.,Georgia,GA,"DeKalb Co., Georgia",1,5,The shooter was not identified,N/A,N/A
22-Jun-16,2016,Lacey,Washington,WA,"Lacey, Washington",3,1,The shooter was not identified,N/A,N/A
22-Jun-16,2016,Olympia,Washington,WA,500 block of Dutterow Road SE,3,1,N/A,N/A,N/A
24-Jun-16,2016,District Heights,Maryland,MD,"District Heights, Maryland",3,2,The shooter was Lawrence Sylvester Rogers Jr,N/A,N/A
24-Jun-16,2016,Hartford,Connecticut,CT,"Hartford, Connecticut",0,4,The shooter was not identified,N/A,N/A
24-Jun-16,2016,Kansas City,Kansas,KS,"Kansas City, Kansas",0,4,The shooter was not identified,N/A,N/A
25-Jun-16,2016,Chicago,Illinois,IL,1400 block of W. 114th Place,0,4,N/A,N/A,N/A
25-Jun-16,2016,Chicago (Morgan Park),Illinois,IL,"Chicago (Morgan Park), Illinois",0,4,The shooter was not identified,N/A,N/A
25-Jun-16,2016,Fort Worth,Texas,TX,2466 East Lancaster Avenue,2,5,N/A,N/A,N/A
25-Jun-16,2016,Forth Worth,Texas,TX,"Forth Worth, Texas",2,5,The shooter was Tommy Lee Ward,N/A,N/A
25-Jun-16,2016,Norfolk,Virginia,VA,"Norfolk, Virginia",0,4,The shooter was not identified,N/A,N/A
26-Jun-16,2016,Atlanta,Georgia,GA,"Atlanta, Georgia",1,4,The shooter was not identified,N/A,N/A
26-Jun-16,2016,Bennettsville,South Carolina,SC,"Bennettsville, South Carolina",0,4,The shooter was not identified,N/A,N/A
26-Jun-16,2016,Charlotte,North Carolina,NC,"Charlotte, North Carolina",0,5,The shooter was Treon Livingston ,N/A,N/A
26-Jun-16,2016,Corpus Christi,Texas,TX,"Corpus Christi, Texas",0,4,The shooter was Jorge Hernandez,N/A,N/A
26-Jun-16,2016,Houston,Texas,TX,"Houston, Texas",1,3,The shooter was not identified,N/A,N/A
26-Jun-16,2016,Lyman ,South Carolina,SC,"Lyman , South Carolina",0,4,The shooter was Jody Thompson,N/A,N/A
26-Jun-16,2016,Marlboro (county),South Carolina,SC,Highway 38,0,4,N/A,N/A,N/A
27-Jun-16,2016,Woodburn,Oregon,OR,"Woodburn, Oregon",3,1,The shooter was Bonifacio Oseguera-Gonzalez,N/A,N/A
28-Jun-16,2016,Chicago,Illinois,IL,1600 block of South Christiana,0,4,N/A,N/A,N/A
28-Jun-16,2016,Chicago (North Lawndale),Illinois,IL,"Chicago (North Lawndale), Illinois",0,6,The shooter was not identified,N/A,N/A
28-Jun-16,2016,Los Angeles,California,CA,"Los Angeles, California",1,3,The shooter was not identified,N/A,N/A
28-Jun-16,2016,Los Angeles (county),California,CA,13800 block of South Avalon Boulevard,1,3,N/A,N/A,N/A
29-Jun-16,2016,Las Vegas,Nevada,NV,"Las Vegas, Nevada",5,0,The shooter was Jason Hagan Dej-Odoum,N/A,N/A
30-Jun-16,2016,Chicago,Illinois,IL,9500 block of South Loomis Street,1,4,N/A,N/A,N/A
30-Jun-16,2016,Chicago (Washington Heights),Illinois,IL,"Chicago (Washington Heights), Illinois",1,4,The shooter was not identified,N/A,N/A
2-Jul-16,2016,Providence,Rhode Island,RI,"Providence, Rhode Island",0,4,The shooter was not identified,N/A,N/A
3-Jul-16,2016,Chattanooga,Tennessee,TN,"Chattanooga, Tennessee",0,4,The shooter was not identified,N/A,N/A
3-Jul-16,2016,Monroe,Louisiana,LA,"Monroe, Louisiana",2,3,The shooter was Jaterrious Godfrey; Michael Oshea White Jr.,N/A,N/A
4-Jul-16,2016,Brooklyn,New York,NY,419 Chauncey Street,0,7,N/A,N/A,N/A
4-Jul-16,2016,Chattanooga,Tennessee,TN,"Chattanooga, Tennessee",2,3,The shooter was not identified,N/A,N/A
4-Jul-16,2016,Chicago (Englewood),Illinois,IL,"Chicago (Englewood), Illinois",0,4,The shooter was not identified,N/A,N/A
4-Jul-16,2016,Cleveland,Ohio,OH,"Cleveland, Ohio",0,4,The shooter was not identified,N/A,N/A
4-Jul-16,2016,Houston,Texas,TX,"Houston, Texas",3,2,The shooter was not identified,N/A,N/A
4-Jul-16,2016,New York (Brooklyn),New York,NY,"New York (Brooklyn), New York",0,7,The shooter was not identified,N/A,N/A
4-Jul-16,2016,Phoenix,Arizona,AZ,"Phoenix, Arizona",2,6,The shooter was not identified,N/A,N/A
4-Jul-16,2016,Pittsburgh,Pennsylvania,PA,"Pittsburgh, Pennsylvania",0,4,The shooter was not identified,N/A,N/A
5-Jul-16,2016,Hiram,Georgia,GA,"Hiram, Georgia",2,2,The shooter was not identified,N/A,N/A
5-Jul-16,2016,Los Angeles,California,CA,"Los Angeles, California",1,3,The shooter was not identified,N/A,N/A
7-Jul-16,2016,Baton Rouge,Louisiana,LA,"Baton Rouge, Louisiana",0,4,The shooter was not identified,N/A,N/A
7-Jul-16,2016,Bristol,Tennessee,TN,"Bristol, Tennessee",1,4,The shooter was Lakeem Keon Scott,N/A,N/A
7-Jul-16,2016,Dallas,Texas,TX,"Dallas, Texas",5,11,"Mass shooting in Dallas (TX), 2016. Micah Xavier Johnson, a 25-year-old Army veteran, targeted police at a peaceful Black Lives Matter protest, killing five officers and injuring nine others as well as two civilians. After a prolonged standoff in a downtown building, law enforcement killed Johnson using a robot-delivered bomb. 5 people died.",N/A,No
7-Jul-16,2016,Shreveport,Louisiana,LA,"Shreveport, Louisiana",1,3,The shooter was not identified,N/A,N/A
11-Jul-16,2016,Baltimore,Maryland,MD,"Baltimore, Maryland",0,5,The shooter was not identified,N/A,N/A
11-Jul-16,2016,Berrien (county),Michigan,MI,811 Port Street,3,2,N/A,N/A,N/A
11-Jul-16,2016,Jackson,Michigan,MI,"Jackson, Michigan",0,4,The shooter was not identified,N/A,N/A
11-Jul-16,2016,St. Joseph (Berrien Co.),Michigan,MI,"St. Joseph (Berrien Co.), Michigan",3,2,The shooter was Larry Darnell Gordon,N/A,N/A
11-Jul-16,2016,Washington,District of Columbia,DC,"5100 block of Call Pl., SE",0,4,N/A,N/A,N/A
11-Jul-16,2016,Washington ,District of Columbia,DC,"Washington , District of Columbia",0,4,The shooter was not identified,N/A,N/A
12-Jul-16,2016,Tumwater ,Washington,WA,"Tumwater , Washington",0,4,The shooter was not identified,N/A,N/A
13-Jul-16,2016,Saint Louis,Missouri,MO,3000 block of Miami St,2,2,N/A,N/A,N/A
13-Jul-16,2016,St. Louis,Missouri,MO,"St. Louis, Missouri",2,2,The shooter was Ex-boyfriend,N/A,N/A
13-Jul-16,2016,Warner Robins,Georgia,GA,"Warner Robins, Georgia",0,5,The shooter was not identified,N/A,N/A
14-Jul-16,2016,Akron,Ohio,OH,"Akron, Ohio",1,3,The shooter was not identified,N/A,N/A
14-Jul-16,2016,Crosby,Texas,TX,"Crosby, Texas",3,1,The shooter was not identified,N/A,N/A
14-Jul-16,2016,Decatur,Georgia,GA,"Decatur, Georgia",0,4,The shooter was not identified,N/A,N/A
14-Jul-16,2016,Oakland,California,CA,"Oakland, California",0,4,The shooter was not identified,N/A,N/A
15-Jul-16,2016,Woodland,Washington,WA,"Woodland, Washington",3,1,The shooter was Brent W. Luyster,N/A,N/A
16-Jul-16,2016,Bakersfield,California,CA,"Bakersfield, California",1,14,The shooter was not identified,N/A,N/A
16-Jul-16,2016,Clarksville,Tennessee,TN,"Clarksville, Tennessee",0,6,The shooter was not identified,N/A,N/A
16-Jul-16,2016,Cleveland,Ohio,OH,"Cleveland, Ohio",0,5,The shooter was not identified,N/A,N/A
16-Jul-16,2016,Dallas,Texas,TX,"Dallas, Texas",0,5,The shooter was not identified,N/A,N/A
16-Jul-16,2016,San Bernardino,California,CA,"San Bernardino, California",0,4,The shooter was not identified,N/A,N/A
17-Jul-16,2016,Baton Rouge,Louisiana,LA,"Baton Rouge, Louisiana",3,3,"Mass shooting in Baton Rouge (LA), 2016. Gavin Long, a former Marine who served in Iraq, killed three police offers responding to a 911 call, and wounded three others. He was killed in a shoot-out with other officers responding to the scene. Prior to the attack, Long posted prolifically on social media, where he expressed admiration for the cop killer in Dallas 10 days prior. 3 people died.",N/A,No
17-Jul-16,2016,Detroit,Michigan,MI,"Detroit, Michigan",0,4,The shooter was not identified,N/A,N/A
17-Jul-16,2016,Houston,Texas,TX,"Houston, Texas",1,3,The shooter was not identified,N/A,N/A
17-Jul-16,2016,Phenix City,Alabama,AL,"Phenix City, Alabama",1,4,The shooter was not identified,N/A,N/A
19-Jul-16,2016,West Memphis,Arkansas,AR,"West Memphis, Arkansas",0,4,The shooter was not identified,N/A,N/A
20-Jul-16,2016,Cranfield,Mississippi,MS,"Cranfield, Mississippi",0,4,The shooter was Toby Surrena,N/A,N/A
20-Jul-16,2016,Fresno,California,CA,"Fresno, California",0,4,The shooter was not identified,N/A,N/A
21-Jul-16,2016,Chicago,Illinois,IL,4400 block of South Leamington,0,5,N/A,N/A,N/A
21-Jul-16,2016,Chicago (Austin),Illinois,IL,"Chicago (Austin), Illinois",0,5,The shooter was not identified,N/A,N/A
22-Jul-16,2016,Kankakee,Illinois,IL,"Kankakee, Illinois",0,5,The shooter was not identified,N/A,N/A
23-Jul-16,2016,Bastrop,Texas,TX,"Bastrop, Texas",4,1,The shooter was Alejandro Martinez,N/A,N/A
23-Jul-16,2016,Brooklyn,New York,NY,Fountain Avenue,0,4,N/A,N/A,N/A
23-Jul-16,2016,Cincinnati,Ohio,OH,3400 block of Beekman Street,2,2,N/A,N/A,N/A
23-Jul-16,2016,Cincinnati (South Cumminsville),Ohio,OH,"Cincinnati (South Cumminsville), Ohio",2,2,The shooter was not identified,N/A,N/A
23-Jul-16,2016,New York (Brooklyn),New York,NY,"New York (Brooklyn), New York",0,4,The shooter was not identified,N/A,N/A
23-Jul-16,2016,North Charleston,South Carolina,SC,"North Charleston, South Carolina",0,4,The shooter was not identified,N/A,N/A
24-Jul-16,2016,Hamilton,Ohio,OH,"Hamilton, Ohio",1,7,The shooter was Mondale Goens,N/A,N/A
25-Jul-16,2016,Fort Myers,Florida,FL,"Fort Myers, Florida",2,18,"The shooter was Demetrius O'Neal, Derrick Church, Tajze Battle; Jazmin Barron",N/A,N/A
26-Jul-16,2016,Panola,Alabama,AL,"Panola, Alabama",0,4,The shooter was Leonard Lockett,N/A,N/A
28-Jul-16,2016,Baltimore,Maryland,MD,"Baltimore, Maryland",0,4,The shooter was not identified,N/A,N/A
28-Jul-16,2016,Chicago,Illinois,IL,800 block of West 50th Place,2,2,N/A,N/A,N/A
28-Jul-16,2016,Chicago (Back of the Yards),Illinois,IL,"Chicago (Back of the Yards), Illinois",2,2,The shooter was not identified,N/A,N/A
28-Jul-16,2016,Elmira,New York,NY,"Elmira, New York",0,5,The shooter was Zecary Banks (person of interest),N/A,N/A
29-Jul-16,2016,Athens,Georgia,GA,Trail Creek Street,0,7,N/A,N/A,N/A
29-Jul-16,2016,Athens ,Georgia,GA,"Athens , Georgia",0,7,The shooter was Tair Lawson,N/A,N/A
30-Jul-16,2016,Bridgeton,Missouri,MO,"Bridgeton, Missouri",4,0,The shooter was not identified,N/A,N/A
30-Jul-16,2016,Eulonia,Georgia,GA,"Eulonia, Georgia",0,5,The shooter was not identified,N/A,N/A
30-Jul-16,2016,Mukilteo,Washington,WA,"Mukilteo, Washington",3,1,The shooter was Allen Ivanov,N/A,N/A
30-Jul-16,2016,Saint Louis,Missouri,MO,5000 block of Kensington Avenue,0,5,N/A,N/A,N/A
30-Jul-16,2016,St. Louis,Missouri,MO,"St. Louis, Missouri",0,5,The shooter was not identified,N/A,N/A
30-Jul-16,2016,Townsend (Eulonia),Georgia,GA,14699 Highway 17,0,5,N/A,N/A,N/A
31-Jul-16,2016,Austin,Texas,TX,"Austin, Texas",1,4,The shooter was Endicott McCray,N/A,N/A
31-Jul-16,2016,Miami,Florida,FL,Southwest 203rd Terrace and 115th Avenue,3,1,N/A,N/A,N/A
31-Jul-16,2016,Miami-Dade Co,Florida,FL,"Miami-Dade Co, Florida",3,1,The shooter was Unknown (boyfriend),N/A,N/A
1-Aug-16,2016,Evansville,Indiana,IN,"Evansville, Indiana",0,4,The shooter was not identified,N/A,N/A
2-Aug-16,2016,Hollywood (West Park),Florida,FL,"Hollywood (West Park), Florida",0,4,The shooter was not identified,N/A,N/A
3-Aug-16,2016,Decatur,Georgia,GA,"Decatur, Georgia",1,3,The shooter was not identified,N/A,N/A
3-Aug-16,2016,Killeen,Texas,TX,"Killeen, Texas",0,4,The shooter was not identified,N/A,N/A
4-Aug-16,2016,Memphis,Tennessee,TN,"Memphis, Tennessee",0,4,The shooter was not identified,N/A,N/A
5-Aug-16,2016,Mead Valley,California,CA,"Mead Valley, California",2,2,The shooter was not identified,N/A,N/A
5-Aug-16,2016,Pontiac,Michigan,MI,"Pontiac, Michigan",1,3,The shooter was not identified,N/A,N/A
6-Aug-16,2016,Reading (Sinking Spring),Pennsylvania,PA,"Reading (Sinking Spring), Pennsylvania",5,0,The shooter was Mark Short,N/A,N/A
